customerID,Sum of tenure,PaymentMethod,Sum of MonthlyCharges
4703-MQYKT,21,Mailed check,19.6
4704-ERYFC,22,Electronic check,69.25
4706-AXVKM,11,Credit card (automatic),84.8
4706-DGAHW,1,Electronic check,45.2
4707-MAXGU,72,Credit card (automatic),25.85
4707-YNOQA,34,Credit card (automatic),25.6
4709-LKHYG,29,Electronic check,20
4710-FDUIZ,56,Credit card (automatic),100.3
4710-NKCAW,5,Credit card (automatic),64.4
4712-AUQZO,18,Mailed check,33.6
4712-UYOOI,20,Electronic check,20
4713-LZDRV,2,Electronic check,79.6
4713-ZBURT,45,Bank transfer (automatic),99.7
4716-HHKQH,20,Electronic check,107.05
4716-MRVEN,29,Mailed check,20
4717-GHADL,50,Mailed check,79.6
4718-DHSMV,11,Mailed check,35.8
4718-WXBGI,72,Credit card (automatic),91.95
4719-UMSIY,6,Mailed check,19.65
4720-VSTSI,44,Bank transfer (automatic),84.8
4723-BEGSG,72,Credit card (automatic),86.65
4724-WXVWF,48,Electronic check,95.4
4726-DLWQN,50,Bank transfer (automatic),70.35
4727-MCYZG,1,Mailed check,55.55
4729-XKASR,1,Electronic check,24.75
4730-AWNAU,36,Credit card (automatic),60.7
4732-RRJZC,7,Mailed check,20.25
4735-ASGMA,26,Electronic check,98.35
4735-BJKOU,40,Mailed check,20.15
4737-AQCPU,72,Credit card (automatic),72.1
4737-HOBAX,63,Credit card (automatic),79.8
4741-WWJQZ,2,Electronic check,80.15
4742-DRORA,60,Bank transfer (automatic),95.4
4742-TXUEX,47,Bank transfer (automatic),19.3
4745-LSPLO,1,Mailed check,20.5
4747-LCAQL,25,Mailed check,79
4749-OJKQU,4,Electronic check,75.65
4749-VFKVB,1,Mailed check,50.1
4750-UKWJK,37,Mailed check,19.6
4750-ZRXIU,4,Electronic check,84.6
4751-ERMAN,72,Bank transfer (automatic),75.4
4753-PADAS,67,Bank transfer (automatic),105.7
4759-PXTAN,59,Electronic check,80.1
4759-TRPLW,1,Electronic check,70.4
4760-THGOT,43,Electronic check,94.1
4760-XOHVN,1,Mailed check,19.45
4763-PGDPO,4,Electronic check,70.4
4765-OXPPD,9,Mailed check,65
4767-HZZHQ,30,Bank transfer (automatic),82.05
4770-QAZXN,13,Credit card (automatic),19.45
4770-UEZOX,2,Electronic check,74.75
4774-HHGGS,30,Mailed check,19.05
4776-XSKYQ,12,Credit card (automatic),30.25
4778-IZARL,63,Credit card (automatic),110.1
4779-ZGICK,48,Mailed check,23.55
4781-ZXYGU,1,Bank transfer (automatic),20.15
4782-OSFXZ,71,Bank transfer (automatic),82.7
4785-FCIFB,61,Mailed check,24.4
4785-NKHCX,5,Bank transfer (automatic),20.05
4785-QRJHC,46,Bank transfer (automatic),59.9
4786-UKSNZ,1,Mailed check,20.2
4789-KWMXN,47,Credit card (automatic),110.85
4791-QRGMF,59,Bank transfer (automatic),99.5
4795-KTRTH,5,Electronic check,81
4795-UXVCJ,26,Credit card (automatic),19.8
4795-WRNVT,40,Mailed check,65.1
4797-AXPXK,1,Electronic check,60
4797-MIWUM,7,Bank transfer (automatic),20.25
4800-CZMPC,48,Credit card (automatic),103.25
4800-VHZKI,1,Mailed check,19.9
4801-JZAZL,11,Electronic check,29.6
4801-KFYKL,8,Bank transfer (automatic),19.45
4803-AXVYP,38,Electronic check,99.55
4803-LBYPN,34,Mailed check,20.8
4804-NCPET,19,Mailed check,20.2
4806-DXQCE,70,Electronic check,113.65
4806-HIPDW,1,Electronic check,68.95
4806-KEXQR,4,Electronic check,79.9
4807-IZYOZ,51,Bank transfer (automatic),20.65
4808-YNLEU,35,Bank transfer (automatic),62.15
4811-JBUVU,30,Credit card (automatic),89.9
4813-HQMGZ,8,Electronic check,90.25
4815-GBTCD,4,Electronic check,25.15
4815-TUMEQ,10,Mailed check,19.3
4815-YOSUK,72,Credit card (automatic),104.9
4816-JBHOV,2,Electronic check,44.7
4816-LXZYW,23,Electronic check,79.15
4816-OKWNX,50,Bank transfer (automatic),103.4
4817-KEQSP,71,Bank transfer (automatic),19.85
4817-QRJSX,10,Credit card (automatic),81
4817-VYYWS,30,Electronic check,100.2
4818-DRBQT,29,Bank transfer (automatic),80.15
4818-QIUFN,20,Electronic check,79.15
4819-HJPIW,18,Mailed check,25.15
4821-SJHJV,32,Electronic check,89.6
4821-WQOYN,72,Credit card (automatic),20.1
4822-LPTYJ,72,Bank transfer (automatic),103.75
4822-NGOCH,13,Electronic check,84.45
4822-RVYBB,8,Electronic check,100.6
4822-YCXMX,25,Electronic check,84.8
4824-GUCBY,22,Electronic check,81.7
4825-FUREZ,42,Electronic check,20.25
4825-XJGDM,61,Credit card (automatic),43.7
4826-DXMUP,35,Mailed check,72.1
4826-TZEVA,40,Credit card (automatic),74.8
4826-XTSOH,1,Electronic check,86.05
4827-DPADN,72,Bank transfer (automatic),83.3
4827-LTQRJ,66,Credit card (automatic),110.6
4827-USJHP,20,Mailed check,51.8
4828-FAZPK,16,Credit card (automatic),79.95
4829-AUOAX,46,Bank transfer (automatic),96.05
4829-ZLJTK,72,Electronic check,112.4
4830-FAXFM,19,Credit card (automatic),24.1
4831-EOBFE,29,Credit card (automatic),94.65
4832-VRBMR,65,Bank transfer (automatic),103.15
4833-QTJNO,67,Bank transfer (automatic),83.85
4835-YSJMR,39,Bank transfer (automatic),49.8
4836-WNFNO,72,Credit card (automatic),25
4837-PZTIC,47,Mailed check,41.9
4837-QUSFT,65,Bank transfer (automatic),100.15
4840-ORQXB,56,Electronic check,104.75
4844-JJWUY,1,Electronic check,86
4846-WHAFZ,37,Electronic check,76.5
4847-QNOKA,1,Bank transfer (automatic),44.9
4847-TAJYI,6,Electronic check,89.35
4849-PYRLQ,56,Bank transfer (automatic),73.25
4851-BQDNX,40,Electronic check,85.05
4853-OITSN,5,Electronic check,89.15
4853-RULSV,70,Credit card (automatic),104
4854-CIDCF,3,Electronic check,73.85
4854-SSLTN,2,Mailed check,59.5
4855-SNKMY,1,Electronic check,44.1
4859-ZSRDZ,58,Credit card (automatic),55.5
4860-IJUDE,13,Credit card (automatic),73.75
4860-YZGZM,10,Electronic check,20
4868-AADLV,66,Electronic check,116.25
4869-EPIUS,56,Electronic check,80.9
4871-JTKJF,1,Electronic check,69.65
4872-JCVCA,71,Bank transfer (automatic),47.6
4872-VXRIL,56,Bank transfer (automatic),64.65
4873-ILOLJ,24,Electronic check,90.35
4877-EVATK,1,Mailed check,20
4877-TSOFF,55,Bank transfer (automatic),75.75
4878-BUNFV,42,Mailed check,20.7
4879-GZLFH,42,Electronic check,92.15
4881-GQJTW,14,Credit card (automatic),19.6
4881-JVQOD,10,Bank transfer (automatic),34.55
4883-KCPZJ,22,Credit card (automatic),25.25
4883-QICIH,32,Bank transfer (automatic),69.75
4884-LEVMQ,39,Bank transfer (automatic),20.45
4884-TVUQF,57,Credit card (automatic),101.3
4884-ZTHVF,8,Electronic check,87.1
4890-VMUAV,63,Electronic check,71.5
4891-NLUBA,61,Bank transfer (automatic),61.45
4892-VLANZ,1,Mailed check,19.8
4893-GYUJU,50,Mailed check,19.35
4895-TMWIR,11,Mailed check,19.95
4896-CPRPF,35,Bank transfer (automatic),25.45
4897-QSUYC,1,Mailed check,20.15
4900-MSOMT,72,Bank transfer (automatic),80.2
4902-OHLSK,29,Electronic check,98.65
4903-CNOZC,29,Credit card (automatic),70.9
4903-UYAVB,5,Mailed check,19.35
4905-JEFDW,11,Electronic check,41.6
4906-ZHGPK,54,Electronic check,70.7
4908-XAXAY,49,Bank transfer (automatic),89.85
4909-JOUPP,72,Credit card (automatic),109.7
4910-AQFFX,9,Bank transfer (automatic),79.35
4910-GMJOT,1,Electronic check,94.6
4911-BANWH,31,Credit card (automatic),86.55
4912-PIGUY,1,Electronic check,84.6
4913-EHYUI,56,Bank transfer (automatic),104.55
4915-BFSXL,70,Credit card (automatic),68.95
4918-FYJNT,55,Electronic check,90.45
4918-QLLIW,3,Credit card (automatic),53.4
4919-IKATY,5,Electronic check,84.5
4919-MOAVT,3,Electronic check,69.65
4922-CVPDX,26,Credit card (automatic),73.5
4923-ADWXJ,25,Bank transfer (automatic),65.8
4925-LMHOK,15,Credit card (automatic),58.6
4926-UMJZD,31,Mailed check,49.2
4927-WWOOZ,2,Electronic check,91.45
4929-BSTRX,1,Mailed check,53.55
4929-ROART,18,Mailed check,56.25
4929-XIHVW,2,Credit card (automatic),95.5
4931-TRZWN,13,Electronic check,71.95
4933-BSAIP,40,Mailed check,19.1
4933-IKULF,17,Mailed check,20.65
4936-YPJNK,10,Mailed check,19.9
4937-QPZPO,61,Electronic check,99.9
4939-KYYPY,27,Electronic check,59.45
4940-KHCWD,60,Bank transfer (automatic),37.7
4942-VZZOM,64,Credit card (automatic),66.15
4945-RVMTE,28,Bank transfer (automatic),59.55
4946-EDSEW,11,Mailed check,19.25
4947-DSMXK,34,Bank transfer (automatic),97.7
4948-WBBKL,36,Bank transfer (automatic),74.9
4950-BDEUX,35,Electronic check,49.2
4950-HKQTE,22,Mailed check,26.25
4951-UKAAQ,4,Electronic check,88.95
4952-YSOGZ,4,Electronic check,85.95
4955-VCWBI,43,Mailed check,20
4957-SREEC,70,Credit card (automatic),20.35
4957-TIALW,15,Credit card (automatic),65.6
4957-TREIR,3,Credit card (automatic),64.4
4958-GZWIY,7,Electronic check,48.7
4958-XCBDQ,35,Electronic check,101.4
4959-JOSRX,2,Credit card (automatic),44.6
4962-CHQPW,29,Mailed check,19.85
4967-WPNCF,72,Bank transfer (automatic),63.7
4971-PUYQO,27,Mailed check,94.55
4973-MGTON,71,Credit card (automatic),84.4
4973-RLZVI,30,Credit card (automatic),74.65
4976-LNFVV,19,Credit card (automatic),34.3
4979-HPRFL,56,Bank transfer (automatic),24.15
4980-URKXC,36,Bank transfer (automatic),20.85
4981-FLTMF,57,Bank transfer (automatic),65.2
4983-CCWMC,3,Mailed check,69.6
4983-CLMLV,52,Credit card (automatic),102.7
4986-MXSFP,2,Mailed check,20
4987-GQWPO,17,Credit card (automatic),25.1
4988-IQIGL,1,Electronic check,75.35
4989-LIXVT,68,Electronic check,95.9
4990-ALDGW,57,Mailed check,20.75
4992-LTJNE,72,Bank transfer (automatic),55.3
4993-JCRGJ,26,Mailed check,84.3
4994-OBRSZ,14,Bank transfer (automatic),76.1
4998-IKFSE,30,Electronic check,100.45
4999-IEZLT,66,Credit card (automatic),29.45
5002-GCQFH,49,Bank transfer (automatic),93.85
5003-OKNNK,15,Credit card (automatic),20.35
5003-XZWWO,71,Credit card (automatic),84.2
5006-MXVRN,39,Credit card (automatic),20.7
5010-IPEAQ,67,Credit card (automatic),54.2
5012-YSPJJ,31,Mailed check,54.35
5013-SBUIH,50,Electronic check,109.65
5014-GSOUQ,13,Mailed check,19.95
5014-WUQMG,47,Electronic check,96.1
5016-ETTFF,10,Mailed check,29.5
5016-IBERQ,23,Electronic check,84.25
5016-LIPDW,57,Mailed check,19.4
5018-GWURO,56,Bank transfer (automatic),85.6
5018-HEKFO,10,Mailed check,24.5
5018-LXQQG,30,Bank transfer (automatic),66.3
5019-GQVCR,43,Electronic check,84.85
5020-ZSTTY,54,Bank transfer (automatic),82.45
5022-JNQEQ,9,Electronic check,75.85
5022-KVDQT,27,Electronic check,81.3
5025-GOOKI,20,Credit card (automatic),18.9
5027-QPKTE,7,Electronic check,69.35
5027-XWQHA,6,Electronic check,44.75
5027-YOCXN,51,Credit card (automatic),110.05
5028-GZLDO,2,Credit card (automatic),70.7
5028-HTLJB,1,Mailed check,20.05
5032-MIYKT,1,Mailed check,70.7
5032-USPKF,38,Bank transfer (automatic),84.1
5035-BVCXS,11,Mailed check,75.9
5035-PGZXH,56,Electronic check,106.8
5038-ETMLM,72,Bank transfer (automatic),113.65
5039-LZRQT,13,Mailed check,20.2
5043-TRZWM,1,Electronic check,75.55
5044-LRQAQ,7,Bank transfer (automatic),69.2
5044-XDPYX,51,Mailed check,25.5
5046-NUHWD,29,Electronic check,45
5047-LHVLY,1,Mailed check,50.15
5049-GLYVG,1,Mailed check,20.6
5049-MUBWG,26,Bank transfer (automatic),75
5052-PNLOS,3,Bank transfer (automatic),105.35
5054-IEXZT,1,Electronic check,75.35
5055-BRMNE,67,Credit card (automatic),106.7
5055-MGMGF,65,Electronic check,105.05
5056-FIMPT,43,Credit card (automatic),106
5057-LCOUI,39,Electronic check,50.75
5057-RKGLH,9,Mailed check,20.35
5060-TQUQN,30,Bank transfer (automatic),83.55
5061-PBXFW,32,Bank transfer (automatic),61.4
5062-CJJKH,25,Mailed check,53.65
5063-IUOKK,13,Mailed check,19.75
5066-GFJMM,3,Mailed check,19.9
5067-DGXLL,2,Mailed check,20.25
5067-WJEUN,67,Bank transfer (automatic),54.2
5067-XJQFU,66,Electronic check,108.45
5071-FBJFS,4,Electronic check,50.3
5073-RZGBK,50,Bank transfer (automatic),80.05
5073-WXOYN,60,Electronic check,50.8
5074-FBGHB,64,Credit card (automatic),104.65
5075-JSDKI,59,Electronic check,24.45
5076-YVXCM,51,Bank transfer (automatic),83.4
5077-DXTCG,1,Electronic check,45.3
5081-NWSUP,10,Mailed check,64.9
5084-OOVCJ,17,Credit card (automatic),55.35
5087-SUURX,18,Electronic check,39.05
5088-QZLRL,1,Electronic check,20.65
5089-IFSDP,58,Bank transfer (automatic),109.45
5090-EMGTC,59,Mailed check,100.05
5091-HFAZW,2,Electronic check,91.15
5092-STPKP,24,Credit card (automatic),56.35
5093-FEGLU,47,Bank transfer (automatic),19.65
5095-AESKG,3,Credit card (automatic),91.5
5095-ETBRJ,55,Mailed check,56.8
5099-BAILX,43,Bank transfer (automatic),110.75
5103-MHMHY,1,Mailed check,45.95
5108-ADXWO,11,Electronic check,73.5
5110-CHOPY,60,Electronic check,53.6
5115-GZDEL,72,Credit card (automatic),67.2
5115-SQAAU,69,Bank transfer (automatic),25.6
5117-IFGPS,29,Electronic check,84.3
5117-ZSMHQ,71,Bank transfer (automatic),89.9
5118-MUEYH,48,Credit card (automatic),105.1
5119-KEPFY,36,Bank transfer (automatic),95
5119-NZPTV,2,Electronic check,70.1
5120-ZBLAI,50,Bank transfer (automatic),75.7
5122-CYFXA,3,Electronic check,75.3
5124-EOGYE,31,Mailed check,20.45
5125-CNDSP,63,Bank transfer (automatic),40.6
5126-RCXYW,54,Credit card (automatic),46
5127-BZENZ,56,Bank transfer (automatic),65.2
5129-HHMZC,43,Credit card (automatic),86.45
5129-JLPIS,25,Electronic check,105.5
5130-IEKQT,25,Mailed check,105.95
5130-YPIRV,62,Credit card (automatic),72
5131-PONJI,49,Credit card (automatic),90.4
5133-POWUA,1,Mailed check,45.8
5133-VRSAB,8,Mailed check,29.35
5134-IKDAY,1,Electronic check,69.8
5135-GRQJV,72,Mailed check,114.5
5135-RDDQL,63,Bank transfer (automatic),50.65
5136-GFPMB,54,Credit card (automatic),89.4
5136-KCKGI,33,Mailed check,103.7
5136-RGMZO,31,Electronic check,71.05
5138-WVKYJ,10,Electronic check,98.55
5140-FOMCQ,59,Credit card (automatic),109.15
5141-ZUVBH,9,Bank transfer (automatic),93
5143-EGQFK,10,Electronic check,29.65
5143-WMWOG,1,Electronic check,19.95
5144-PQCDZ,4,Mailed check,19.95
5144-TVGLP,38,Electronic check,94.75
5146-CBVOE,16,Bank transfer (automatic),75.1
5146-YYFRZ,67,Bank transfer (automatic),19.95
5148-HKFIR,20,Mailed check,19.7
5148-ORICT,64,Mailed check,74.35
5149-CUZUJ,28,Bank transfer (automatic),92.9
5149-QYTTU,71,Credit card (automatic),95.15
5149-TGWDZ,21,Mailed check,104.55
5150-ITWWB,3,Electronic check,94.85
5150-LJNSR,31,Bank transfer (automatic),98.05
5151-HQRDG,37,Mailed check,55.05
5153-LXKDT,68,Electronic check,110.2
5153-RTHKF,34,Electronic check,85.35
5154-VEKBL,9,Mailed check,58.5
5155-AZQPB,28,Mailed check,49.9
5156-UMKOW,3,Mailed check,29.65
5158-RIVOP,11,Credit card (automatic),20.9
5159-YFPKQ,2,Electronic check,75.8
5160-UXJED,17,Mailed check,44.6
5161-UBZXI,69,Credit card (automatic),106.35
5161-XEUVX,37,Mailed check,94.3
5167-GBFRE,4,Bank transfer (automatic),25.2
5167-ZFFMM,1,Credit card (automatic),90.85
5168-MQQCA,72,Bank transfer (automatic),108.5
5168-MSWXT,8,Electronic check,94.75
5170-PTRKA,49,Credit card (automatic),35.8
5171-EPLKN,27,Credit card (automatic),19.85
5172-MIGPM,4,Mailed check,65.55
5172-RKOCB,72,Credit card (automatic),108.95
5173-WXOQV,2,Mailed check,64.2
5173-ZXXXL,2,Mailed check,19.95
5174-ITUMV,67,Electronic check,105.4
5174-RNGBH,9,Mailed check,66.25
5175-AOBHI,4,Mailed check,46
5175-WLYXL,22,Mailed check,78.85
5176-LDKUH,48,Electronic check,75.15
5176-LMJXE,47,Mailed check,20.55
5176-OLSKT,66,Bank transfer (automatic),66.9
5177-RVZNU,37,Bank transfer (automatic),20.3
5178-LMXOP,1,Electronic check,95.1
5180-UCIIQ,22,Mailed check,40.05
5181-OABFK,56,Credit card (automatic),61.3
5183-KLYEM,72,Credit card (automatic),112.75
5183-SNMJQ,10,Credit card (automatic),95.1
5186-EJEGL,9,Mailed check,69.5
5186-PEIZU,35,Bank transfer (automatic),19.25
5186-SAMNZ,1,Bank transfer (automatic),69.5
5188-HGMLP,54,Bank transfer (automatic),74
5192-EBGOV,1,Electronic check,85.7
5193-QLVZB,63,Bank transfer (automatic),104.75
5195-KPUNQ,53,Mailed check,96.75
5196-SGOAK,1,Electronic check,75.7
5196-WPYOW,67,Mailed check,60.05
5197-LQXXH,71,Credit card (automatic),83.3
5197-PYEPU,42,Credit card (automatic),94.45
5197-YPYBZ,12,Credit card (automatic),25.25
5198-EFNBM,57,Electronic check,90.65
5198-HQAEN,35,Electronic check,89.7
5199-FPUSP,33,Credit card (automatic),34.05
5201-CBWYG,62,Bank transfer (automatic),24.8
5201-FRKKS,25,Bank transfer (automatic),74.3
5201-USSQZ,26,Credit card (automatic),85.9
5202-IVJNU,39,Credit card (automatic),30.1
5203-XEHAX,34,Electronic check,64.35
5204-HMGYF,49,Mailed check,87.2
5204-QZXPU,19,Electronic check,39.65
5206-HPJKM,17,Credit card (automatic),55.5
5206-XZZQI,53,Mailed check,80.6
5207-PLSTK,1,Mailed check,48.75
5208-FVQKB,70,Mailed check,67.95
5208-HFSBT,2,Credit card (automatic),55.05
5213-TWWJU,28,Electronic check,91
5214-CHIWJ,27,Mailed check,20.3
5214-NLTIT,72,Credit card (automatic),90.8
5215-LNLDJ,7,Electronic check,24.7
5216-WASFJ,31,Electronic check,84.85
5219-YIPTK,33,Electronic check,104.4
5220-AGAAX,68,Bank transfer (automatic),24
5222-IMUKT,32,Electronic check,91.05
5222-JCXZT,4,Mailed check,19
5223-UZAVK,64,Credit card (automatic),100.3
5226-NOZFC,26,Electronic check,85.75
5227-JSCFE,71,Credit card (automatic),46.35
5228-EXCET,13,Electronic check,80.85
5229-DTFYB,41,Bank transfer (automatic),98.8
5229-PRWKT,8,Electronic check,86.55
5231-FIQPA,41,Mailed check,19.85
5232-NXPAY,47,Mailed check,74.45
5233-AOZUF,29,Electronic check,74.95
5233-GEEAX,8,Electronic check,29.4
5236-PERKL,57,Bank transfer (automatic),112.95
5236-XMZJY,42,Bank transfer (automatic),59.65
5240-CAOYT,57,Bank transfer (automatic),87.55
5240-IJOQT,1,Electronic check,74.7
5242-UOWHD,45,Mailed check,20.35
5243-SAOTC,54,Bank transfer (automatic),79.85
5244-IRFIH,33,Electronic check,94.5
5245-VDBUR,52,Mailed check,35.45
5248-KWLAR,71,Electronic check,90.35
5248-RPYWW,72,Bank transfer (automatic),90.15
5248-YGIJN,72,Credit card (automatic),90.25
5249-QYHEX,40,Mailed check,24.8
5256-SKJGO,64,Electronic check,54.6
5260-UMPWX,26,Credit card (automatic),20.25
5261-QSHQM,4,Electronic check,24.45
5266-PFRQK,52,Credit card (automatic),20.85
5268-DSMNQ,62,Credit card (automatic),97.95
5269-NRGDP,42,Electronic check,73.15
5271-DBYSJ,11,Credit card (automatic),79.15
5271-YNWVR,68,Electronic check,113.15
5274-XHAKY,41,Bank transfer (automatic),94.3
5275-PMFUT,72,Credit card (automatic),64.8
5275-SQEIZ,1,Mailed check,80.85
5276-KQWHG,2,Electronic check,69.6
5277-ZLOOR,2,Electronic check,85.55
5278-PNYOX,49,Credit card (automatic),100.65
5281-BUZGT,36,Electronic check,90.85
5285-MVEHD,56,Credit card (automatic),105.6
5286-YHCVC,72,Bank transfer (automatic),104.8
5287-QWLKY,71,Credit card (automatic),105.1
5288-AHOUP,11,Electronic check,78.5
5293-WXJAK,11,Bank transfer (automatic),104.05
5294-CDGWY,51,Electronic check,59.3
5294-DMSFH,29,Credit card (automatic),87.8
5294-IMHHT,53,Bank transfer (automatic),97.75
5295-PCJOO,4,Electronic check,49.4
5296-BFCYD,46,Mailed check,20.1
5296-PSYVW,72,Electronic check,24.55
5297-MDOIR,63,Credit card (automatic),81.15
5298-GSTLM,60,Bank transfer (automatic),101.4
5299-RULOA,10,Electronic check,100.25
5299-SJCZT,3,Bank transfer (automatic),101.55
5301-GAUUY,32,Bank transfer (automatic),80.35
5302-BDJNT,35,Electronic check,95.5
5304-EFJLP,72,Bank transfer (automatic),111.65
5306-BVTKJ,48,Credit card (automatic),55.8
5307-DZCVC,32,Credit card (automatic),85.95
5307-UVGNB,53,Bank transfer (automatic),48.7
5309-TAIKL,7,Bank transfer (automatic),62.8
5310-NOOVA,46,Electronic check,19.95
5311-IHLEI,12,Bank transfer (automatic),50.95
5312-IRCFR,64,Electronic check,92.85
5312-TSZVC,15,Mailed check,19.65
5312-UXESG,41,Bank transfer (automatic),98.05
5313-FPXWG,51,Bank transfer (automatic),24.6
5315-CKEQK,28,Electronic check,51
5317-FLPJF,66,Bank transfer (automatic),61.35
5318-IXUZF,2,Bank transfer (automatic),87.15
5318-YKDPV,43,Credit card (automatic),79.15
5320-BRKGK,58,Mailed check,75.8
5321-NTRKC,66,Bank transfer (automatic),79.85
5322-TEUJK,71,Bank transfer (automatic),114.6
5322-ZSMZY,31,Mailed check,25.75
5324-KTGCG,71,Electronic check,20.85
5325-UWTWJ,31,Credit card (automatic),90.55
5327-CNLUQ,48,Bank transfer (automatic),96.9
5327-XOKKY,72,Credit card (automatic),73.45
5329-KRDTM,72,Credit card (automatic),77.35
5331-RGMTT,54,Credit card (automatic),99.05
5334-AFQJB,72,Credit card (automatic),25.1
5334-JLAXU,60,Credit card (automatic),94.1
5336-UFNZP,65,Electronic check,107.45
5337-IIWKZ,34,Electronic check,44.85
5338-YHWYT,37,Credit card (automatic),61.45
5339-PXDVH,4,Electronic check,90.65
5339-TJFEK,62,Electronic check,105.5
5343-SGUBI,52,Mailed check,80.2
5345-BMKWB,8,Mailed check,20.25
5346-BZCHP,69,Mailed check,19.4
5348-CAGXB,12,Electronic check,89.55
5349-AZPEW,5,Mailed check,25.05
5349-IECLD,2,Electronic check,94.95
5351-QESIO,1,Mailed check,24.2
5353-WILCI,28,Electronic check,56.05
5356-CSVSQ,3,Electronic check,64.6
5356-KZCKT,58,Credit card (automatic),24.45
5356-RHIPP,1,Mailed check,20.2
5357-TZHPP,9,Credit card (automatic),84.4
5360-LJCNJ,71,Bank transfer (automatic),105.15
5360-XGYAZ,72,Bank transfer (automatic),65.65
5364-EVNIB,13,Electronic check,79.8
5364-XYIRR,51,Electronic check,94.65
5365-LLFYV,2,Mailed check,45.85
5366-IJEQJ,20,Electronic check,88.7
5366-OBVMR,18,Mailed check,50.3
5370-IIVVL,37,Credit card (automatic),104.5
5371-VYLSX,50,Electronic check,83.4
5372-FBKBN,21,Mailed check,20.75
5373-SFODM,36,Credit card (automatic),85.25
5375-XLDOF,69,Bank transfer (automatic),114.35
5376-DEQCP,1,Electronic check,70.6
5376-PCKNB,72,Credit card (automatic),104.45
5377-NDTOU,71,Mailed check,91.05
5378-IKEEG,1,Electronic check,35.75
5380-AFSSK,5,Mailed check,93.9
5380-WJKOV,34,Electronic check,106.35
5380-XPJNZ,38,Mailed check,20.05
5382-SOYZL,22,Electronic check,95.1
5382-TEMLV,45,Bank transfer (automatic),50.9
5383-MMTWC,8,Electronic check,84
5384-ZTTWP,15,Mailed check,19.8
5385-SUIRI,52,Electronic check,104.2
5386-THSLQ,66,Bank transfer (automatic),45.55
5387-ASZNZ,66,Credit card (automatic),63.85
5389-FFVKB,32,Credit card (automatic),80.3
5392-AKEMH,12,Electronic check,45.05
5393-HJZSM,32,Bank transfer (automatic),76.3
5393-RXQSZ,1,Electronic check,79.6
5394-MEITZ,60,Bank transfer (automatic),80.6
5394-SVGJV,37,Bank transfer (automatic),98.8
5396-IZEPB,9,Credit card (automatic),19.7
5397-NSKQG,67,Credit card (automatic),50.9
5397-TUPSH,65,Bank transfer (automatic),70.95
5399-ZIMKF,5,Electronic check,74.65
5402-HTOTQ,16,Electronic check,55.3
5404-GGUKR,5,Electronic check,51.35
5405-ZMYXQ,8,Credit card (automatic),74.6
5406-KGRMX,71,Electronic check,24.55
5414-OFQCB,57,Credit card (automatic),90.45
5419-CONWX,4,Credit card (automatic),99.8
5419-JKZNQ,30,Mailed check,77.9
5419-JPRRN,1,Electronic check,101.45
5419-KLXBN,25,Bank transfer (automatic),89.15
5423-BHIXO,32,Electronic check,54.2
5424-RLQLC,10,Mailed check,59.65
5429-LWCMV,12,Electronic check,89.15
5433-KYGHE,14,Mailed check,86
5438-QMDDL,19,Mailed check,59.8
5439-WIKXB,41,Electronic check,94.55
5440-FLBQG,69,Bank transfer (automatic),108.4
5440-VHLUL,69,Bank transfer (automatic),105.2
5442-BHQNG,2,Electronic check,70.35
5442-BXVND,33,Bank transfer (automatic),24.25
5442-PPTJY,12,Mailed check,19.7
5442-UTCVD,3,Electronic check,91.85
5442-XSDCW,11,Bank transfer (automatic),79.5
5443-SCMKX,58,Electronic check,94.3
5445-GLVOT,22,Electronic check,49.8
5445-PZWGX,62,Electronic check,102
5445-UTODQ,7,Electronic check,81.1
5446-DKWYW,61,Electronic check,65.2
5447-VYTKW,27,Mailed check,53.45
5447-WZAFP,53,Mailed check,100.3
5448-VWNAM,19,Mailed check,75.9
5449-FIBXJ,19,Electronic check,103.3
5451-MHQOF,56,Mailed check,24.45
5451-YHYPW,72,Credit card (automatic),115.75
5453-AXEPF,17,Bank transfer (automatic),80.5
5453-YBTWV,70,Credit card (automatic),101.1
5456-ITGIC,72,Credit card (automatic),64.45
5457-COLHT,69,Bank transfer (automatic),80.65
5458-CQJTA,65,Bank transfer (automatic),74.8
5461-QKNTN,43,Electronic check,94.3
5465-BUBFA,41,Bank transfer (automatic),19.3
5468-BPMMO,46,Electronic check,19.6
5469-CTCWN,61,Electronic check,106
5469-NUJUR,19,Mailed check,19.95
5472-CVMDX,68,Mailed check,38.9
5473-KHBPS,52,Credit card (automatic),95.7
5474-LAMUQ,24,Mailed check,20.1
5478-JJVZK,33,Mailed check,60.9
5480-HPRRX,3,Electronic check,25.3
5480-TBGPH,24,Credit card (automatic),99.3
5480-XTFFL,31,Mailed check,21
5481-NTDOH,67,Credit card (automatic),107.05
5482-NUPNA,4,Mailed check,60.4
5482-PLVPE,2,Electronic check,24.35
5482-VXSXJ,22,Mailed check,93.2
5485-ITNPC,66,Bank transfer (automatic),85.9
5485-WUYWF,2,Bank transfer (automatic),66.4
5493-SDRDQ,2,Mailed check,55.1
5494-HECPR,1,Electronic check,80.25
5494-WOZRZ,71,Credit card (automatic),82
5495-GPSRW,20,Mailed check,19.7
5498-IBWPI,66,Credit card (automatic),49.4
5498-TXHLF,34,Electronic check,87.45
5499-ECUTN,47,Credit card (automatic),66.05
5501-TVMGM,1,Electronic check,55.25
